split,filename,n_boxes,class_ids,primary_class,yolo_valid,width,height,aspect_ratio,format,readable,is_near_grayscale,md5
train,image_111_png.rf.909f04a4a4d237b809610ff09d38788b.jpg,1,1,1,True,640,503,1.2724,JPEG,True,False,0c57def109b252dcffcda334fd6d5359
train,image_112_png.rf.9c2fcddedd0e88fafef5ec78d47cc7b9.jpg,1,0,0,True,640,358,1.7877,JPEG,True,False,cdc91a17c0c4146084545e4793d211b5
train,image_113_png.rf.2fbce62f954d62e40fec26d0b9f4f00a.jpg,1,0,0,True,640,426,1.5023,JPEG,True,False,a1c30286740edad7aa3f78b3f1a566d3
train,image_113_png.rf.78403fae0644934d17a7c6a964544963.jpg,1,1,1,True,640,426,1.5023,JPEG,True,False,375b6f11d0f87ed8f8f4c1f0480ca625
train,image_114_png.rf.106b26124e2df6397fa3974c9e684dec.jpg,1,1,1,True,640,565,1.1327,JPEG,True,False,e4d048cb31eebf39399fbe310a26a664
train,image_114_png.rf.7c855de55ce9b358e951cc91c6690e44.jpg,1,0,0,True,640,426,1.5023,JPEG,True,False,a0b152e3945377e884cda753772c0efb
train,image_116_png.rf.58c02b128a081489a99f5015f9e1345c.jpg,1,0,0,True,640,261,2.4521,JPEG,True,False,9eb240c2597f640da4074abdc6d45f8b
train,image_117_png.rf.c28999b35e0ab718fd168d06a96d19c6.jpg,1,1,1,True,640,516,1.2403,JPEG,True,False,d0e2ae8511b5dade2a99049188b49daf
train,image_118_png.rf.e95a94fa0c3a7b427f7eb32628777994.jpg,1,0,0,True,640,420,1.5238,JPEG,True,False,80b4b0e6c32f2b23224d56ef0b642079
train,image_119_png.rf.03e2e2ccee9892ae3c2b063d1fcc48ce.jpg,1,1,1,True,640,483,1.3251,JPEG,True,False,71a3ededd4152331d1bda12adeada217
train,image_119_png.rf.a2963cc840569dda3cd783851197b78d.jpg,1,0,0,True,640,413,1.5496,JPEG,True,False,78734b22d420c5641afce4dff14cdcfd
train,image_11_png.rf.a9625aa066b886f894f8ef2edab2e6a6.jpg,1,1,1,True,640,351,1.8234,JPEG,True,False,faeec03b2eb0634ff404f44be84c5810
train,image_120_png.rf.5405df10a894f87658ba37fdaf6aeed1.jpg,1,0,0,True,640,426,1.5023,JPEG,True,False,9c2672fc3d49f8d0b5727483bf855b1d
train,image_121_png.rf.5ca8207a07b80462b0f55ccb05c91664.jpg,1,1,1,True,640,549,1.1658,JPEG,True,False,e015a385a44221baff5eecc198462566
train,image_123_png.rf.9f98991f6bd5de0e1a5de79d139587a2.jpg,1,1,1,True,503,640,0.7859,JPEG,True,False,b7f2c40cd6dc26bc528ca0f0f254ce57
train,image_124_png.rf.193fc1c0d4e997aba886c92f552bbcf7.jpg,1,0,0,True,640,263,2.4335,JPEG,True,False,b2070b72f376a3a27ac6568419aa4810
train,image_124_png.rf.94beb18f7ea81b8a42428844ee5e4ad3.jpg,1,1,1,True,640,360,1.7778,JPEG,True,False,776a144a23bc070fb1979793712529af
train,image_125_png.rf.f60105eb451b910bf2b3b86bcd6a32b0.jpg,1,0,0,True,640,439,1.4579,JPEG,True,False,ead98ecdc1a62aff2137e3af1cb2178f
train,image_126_png.rf.669b33c4657075c8e9f322890dcfed56.jpg,1,1,1,True,640,426,1.5023,JPEG,True,False,39d25965a0cafc64e2d94a7a26950533
train,image_126_png.rf.a7637407803e83b1e9e9e4021a76c646.jpg,1,0,0,True,640,336,1.9048,JPEG,True,False,7b3ce58cb79d6c4372d4ece6fb9fdde2
train,image_127_png.rf.5ff6bb2081ff5b88cb4901e0d51a6efe.jpg,2,0 0,0,True,640,478,1.3389,JPEG,True,False,839f865fe3cf7040912a919dcc048003
train,image_129_png.rf.26ae0cd4cc48a5180c740d0cfe12afad.jpg,1,1,1,True,640,486,1.3169,JPEG,True,False,d70bef654e055ee572a18613fa85f168
train,image_12_png.rf.9460ff5a201f328d455dc1437bdacff7.jpg,1,1,1,True,640,465,1.3763,JPEG,True,False,0dee45ae088d066f276d37a180fb906d
train,image_12_png.rf.ad1ff208e6df53a3b2eb6f25567bd673.jpg,1,0,0,True,640,435,1.4713,JPEG,True,False,39704dd5dbec6bd636089038958e2632
train,image_131_png.rf.befc5b95c008d5f5e6018ee5889a8ba7.jpg,1,0,0,True,640,426,1.5023,JPEG,True,True,8b2a155ccd14c4151e4d9dbfd3fce320
train,image_132_png.rf.b1c48535e6362e8d4a29a8813b334643.jpg,1,1,1,True,640,380,1.6842,JPEG,True,False,a15e0414dfde2a538b973459e76f04b2
train,image_134_png.rf.54fea656c50ccb442a5403417db47fe2.jpg,1,0,0,True,640,367,1.7439,JPEG,True,False,7ef754487b0bd8c48eeb301a69c115ce
train,image_135_png.rf.9fe8e36ade179f5a43248fb382631862.jpg,1,0,0,True,640,434,1.4747,JPEG,True,False,7b4ddc6f74a9651d447c2ed4947ca15d
train,image_136_png.rf.55ec9909c52cdf9351c56d94706fbaf2.jpg,1,0,0,True,640,640,1.0,JPEG,True,False,66419dc3dfae0ad9bddbd77ba966d82b
train,image_139_png.rf.566ff8b5bfe5c8b581c1340f4497bb61.jpg,1,1,1,True,640,469,1.3646,JPEG,True,False,561fdb0ad38e8fc3526a83c04e6cb168
train,image_139_png.rf.aca2c96485962a7779c19d9d59db0b4e.jpg,1,0,0,True,640,640,1.0,JPEG,True,False,fb2f221f539991c6ce9c60e79a5946f7
train,image_13_png.rf.d344be2653ea5d9d443340c874f7fdf1.jpg,1,0,0,True,640,426,1.5023,JPEG,True,False,c764384685938b3f97441f9a588a8366
train,image_140_png.rf.0a1925cc930ba7b200784f176e3c23a8.jpg,1,0,0,True,640,426,1.5023,JPEG,True,False,ff575298b53cbeaad65b460bc09514f6
train,image_141_png.rf.1a8e74c3f91acbb7f66c5318e2a8d667.jpg,1,1,1,True,640,480,1.3333,JPEG,True,False,ce2fdc211c50fbe8754e3c3fad06504a
train,image_142_png.rf.4c629ec9c98d680dcb85b44e2c483e4f.jpg,1,1,1,True,640,380,1.6842,JPEG,True,False,5cd7b15ae219a72cee29890567bcb423
train,image_142_png.rf.940ce402c2b2229d66bd7a1e06d81280.jpg,1,0,0,True,640,386,1.658,JPEG,True,False,a5c5cb191b4f99db2b2a2445ad401557
train,image_143_png.rf.5e732ac25a5472f24b681510198a82ec.jpg,1,0,0,True,640,476,1.3445,JPEG,True,False,182727dc0147a71855982ae4300ca8a8
train,image_143_png.rf.a0a314a168251749e648d9e77c85c96c.jpg,1,1,1,True,640,425,1.5059,JPEG,True,False,920d2c615b4d478e4dbfaa88d1bfa7ff
train,image_144_png.rf.b0dec047404a50b4e07f0b801646830f.jpg,1,0,0,True,640,259,2.471,JPEG,True,False,9affb31bc831062165053a191e502053
train,image_146_png.rf.e0b14b57d961d3905afd31514430a782.jpg,1,0,0,True,640,360,1.7778,JPEG,True,False,aa5fad69f09d6b581df5477e3e6cc56f
train,image_149_png.rf.e2482219c7c3c5c02b602178fad70b0a.jpg,1,0,0,True,640,483,1.3251,JPEG,True,False,54f07d9cecabd6c256e25e22ffeb176b
train,image_14_png.rf.22cefba154ab5ffb5c8b364c5e99d92a.jpg,1,0,0,True,640,573,1.1169,JPEG,True,False,7474a32e25dfbcc11286b7960f3b7f36
train,image_152_png.rf.ac8f7a065bd33ccd9e204b0823afd2fa.jpg,1,0,0,True,640,480,1.3333,JPEG,True,False,108a7d4a6d4069329c1be97f02319728
train,image_153_png.rf.f969a18e708a0b576611a40f3ab69da4.jpg,1,0,0,True,640,427,1.4988,JPEG,True,False,0719e727ed1f64c8480166462d02e869
train,image_155_png.rf.e1bd0f2d0a090da312b9719575cb0e2a.jpg,1,0,0,True,640,444,1.4414,JPEG,True,False,0e2fce92bb1248095e7f5a3e032ec927
train,image_157_png.rf.5bb9c06757abc17dbe9d20fd7045e8bb.jpg,1,0,0,True,640,640,1.0,JPEG,True,False,4f2e64a89c9512a90c35b218873c314a
train,image_158_png.rf.df7a69430f5483d6f737af22c345214d.jpg,1,0,0,True,640,335,1.9104,JPEG,True,False,e01831b6cd5a00dddb53c3b9e19381af
train,image_159_png.rf.27dff4771cd4b7a8a21edb297f60411e.jpg,1,1,1,True,640,477,1.3417,JPEG,True,False,b75ad65f12bbd67330aeeb7297ea0e9e
train,image_159_png.rf.40a0ae597f7efba9bd6f48b490284e12.jpg,1,0,0,True,640,426,1.5023,JPEG,True,False,c6fe7dd444c017a08df4f7ab55546c25
train,image_15_png.rf.99ff460ce7b37ff2d9f5dc58c3d1d259.jpg,1,0,0,True,640,331,1.9335,JPEG,True,False,07aa76633af01cc7e5f64dd624612702
train,image_15_png.rf.c626e32faa98bc77890a56d2d009181b.jpg,1,1,1,True,640,345,1.8551,JPEG,True,False,10faa52dc7a826203080b3d79089662a
train,image_161_png.rf.175e6b75a62cc93e0925257c569bb3e5.jpg,1,1,1,True,640,422,1.5166,JPEG,True,False,226c0ec5c11bdeea70a676b4d36da3e6
train,image_162_png.rf.075533800dd7600bfc52ec96477b2a96.jpg,1,0,0,True,640,485,1.3196,JPEG,True,False,027fd87bd8f8258ab1cd53476e1f8c52
train,image_163_png.rf.98b70d97af215314689eccc9c422d25d.jpg,1,1,1,True,640,424,1.5094,JPEG,True,False,9cdbaac397b882ec41edb7bea31a22de
train,image_163_png.rf.ecf81a665ede5031c36872ce83f000cc.jpg,1,0,0,True,640,401,1.596,JPEG,True,False,510cbdd8d562b861613d9e007e1a0888
train,image_164_png.rf.0f3cceb12a591ebb31baa40b565b2895.jpg,1,1,1,True,640,309,2.0712,JPEG,True,False,fa19428c72765e3d584c903e3ab5525d
train,image_166_png.rf.3736a0f8222c380b7713340c4fc4108a.jpg,1,1,1,True,640,281,2.2776,JPEG,True,False,8d0df1cd1266e12ec56e12f0ecb2fd92
train,image_166_png.rf.640e6a316606933b624332ec610995a7.jpg,1,0,0,True,640,395,1.6203,JPEG,True,False,9dbeb5e6971a35a5483b44c57abf9c3a
train,image_167_png.rf.32f7048b4f9f1d676fd03dc5f80424b9.jpg,1,1,1,True,640,427,1.4988,JPEG,True,False,27709f1c4ff81b9c967c83f0348e7136
train,image_168_png.rf.f67c51ca10ee3745909738a1d3deea8d.jpg,1,1,1,True,640,359,1.7827,JPEG,True,False,08b71a151af1c98f038b8c6d11df7d11
train,image_169_png.rf.6057a42f7c004248bf55bedfa7bdeeaf.jpg,1,1,1,True,640,446,1.435,JPEG,True,False,aa2867954e5f035ea10b571ccf46d491
train,image_169_png.rf.67320ca679f4abdc8242f1f2cee74a49.jpg,1,0,0,True,640,426,1.5023,JPEG,True,False,71cd20f77cc8b75e8119ea17b3fbfffe
train,image_16_png.rf.76b3fe3745b561e4995a066a2d62b51a.jpg,1,0,0,True,640,458,1.3974,JPEG,True,False,8c7d71ca62fa103044da49ca467ca580
train,image_170_png.rf.ce94557c6a9c2f942cbb6b11fb389913.jpg,1,1,1,True,640,640,1.0,JPEG,True,False,c8933aa8c173a1585d00c8a14a3b8d21
train,image_171_png.rf.45420e6bc796b68cb443064866089352.jpg,1,0,0,True,640,417,1.5348,JPEG,True,False,c11cb981f84531453cc3439383f7df9e
train,image_171_png.rf.8fecb6f7c4a01e0940cc784b8df98bd9.jpg,1,1,1,True,640,480,1.3333,JPEG,True,False,8b3b4544397af50e0f32e6a9782841bd
train,image_174_png.rf.967a2c89f8f3bf31c2f78c9722e2694e.jpg,1,1,1,True,640,465,1.3763,JPEG,True,False,35f7ba423c885b963ee3d9e647980b45
train,image_175_png.rf.98de96f9d112ae01a714bd783ba3fcd7.jpg,1,0,0,True,640,425,1.5059,JPEG,True,False,e5e2d673bac55520bc476b868c3631f6
train,image_176_png.rf.b8bba99a96438a26657d48a19bc738db.jpg,1,0,0,True,640,640,1.0,JPEG,True,False,ca6077f6e60e7f30f06c77958f1ed208
train,image_177_png.rf.e09b76e8cb5fd45adf5de5a7894b2aa2.jpg,1,0,0,True,640,439,1.4579,JPEG,True,False,a1bea75c1475b6edc3fd7387d7031427
train,image_178_png.rf.86eb5d7fb72a3af3b1b97807ce01daa5.jpg,1,0,0,True,640,384,1.6667,JPEG,True,False,572abb32a722149e0586e340730a4af2
train,image_178_png.rf.d3537f14104c3404da62082e68035d14.jpg,1,1,1,True,640,379,1.6887,JPEG,True,False,d0da218e9db10b9c1aa8d9178b9fa631
train,image_179_png.rf.9c54969d0ce1b0c1a1a336e835998d54.jpg,1,0,0,True,640,542,1.1808,JPEG,True,False,2a01ed442dcc35af0e4b7be47d7af5f7
train,image_179_png.rf.dabbbf9812ba182065bad60ef15687b8.jpg,1,1,1,True,640,572,1.1189,JPEG,True,False,16ef773f7634640d36ba3081fa415da6
train,image_17_png.rf.0277e65c25577afd9cec17f35715fc25.jpg,1,0,0,True,640,395,1.6203,JPEG,True,False,60c66d1d1f35dfdc6846433b6a7e8aa0
train,image_180_png.rf.3a0b427b96f19aa0015edbcde9876181.jpg,1,0,0,True,640,612,1.0458,JPEG,True,False,e26757edfb0cfc7550e3787731f6a8b0
train,image_180_png.rf.85b51c175e53c71bf8fda6570d97f59d.jpg,1,1,1,True,640,360,1.7778,JPEG,True,False,6bda6ed216b55a34f55d98469d7bb40a
train,image_181_png.rf.47398216ceaa547abbdd808c65954e2a.jpg,1,1,1,True,640,411,1.5572,JPEG,True,False,1e9a8ef5b9580b5a6ad4781d26e46cb8
train,image_182_png.rf.3b68635e24e34712edf2bd4a4e7b7a44.jpg,1,1,1,True,640,480,1.3333,JPEG,True,False,07a2cd5f810858ef0fd47c07de181790
train,image_184_png.rf.4d9a5e8305cc3234995fa67a7526cde2.jpg,1,0,0,True,640,426,1.5023,JPEG,True,False,48b693851da8c9464e2a0700bdb8de22
train,image_184_png.rf.ba45c916464f6189b7bd1c82a752a3a3.jpg,1,1,1,True,640,426,1.5023,JPEG,True,False,148900fa88fb621590c4b8cdef9982b5
train,image_185_png.rf.6eb89e3ab89aa024b173393ee04559a1.jpg,1,1,1,True,640,640,1.0,JPEG,True,False,dbeae229b8f9ebea7544965e1d023c48
train,image_185_png.rf.f4012aa568c79a2573d65b38b65c263e.jpg,1,0,0,True,640,416,1.5385,JPEG,True,False,dff8eafebf61df1479c48e333930c380
train,image_186_png.rf.83563b6f7d8be8e668a0740589e79e35.jpg,1,0,0,True,640,448,1.4286,JPEG,True,False,859d9405128c44d2da089a1cc4d0f144
train,image_187_png.rf.0faedb0dbe2c0dae71dbbeaaa21c71fa.jpg,1,1,1,True,640,426,1.5023,JPEG,True,False,9241602822f0d3944c437a77d350d7e5
train,image_187_png.rf.e4f9190bd3f9e36a971b669fa43f7551.jpg,1,0,0,True,640,400,1.6,JPEG,True,False,da4502c6581d98f0a3226073613c5135
train,image_189_png.rf.7b1b3b7c9af694568df87f18699ffdce.jpg,1,1,1,True,495,640,0.7734,JPEG,True,False,6fb39cc4ea11cce7f1c871416df108f1
train,image_18_png.rf.9f605aa6cb88b67d7cdcd3a2372eccca.jpg,1,0,0,True,640,416,1.5385,JPEG,True,False,4b92412ddb50d8efa4a6f6045c7793fa
train,image_18_png.rf.ea11083c1dffae6851fe9726280cefb2.jpg,1,1,1,True,640,317,2.0189,JPEG,True,False,d0dd9c48fbd9c1d8e862b00b1c106f77
train,image_190_png.rf.3d5572b91c3b2524f259eb36043c16cb.jpg,1,1,1,True,640,594,1.0774,JPEG,True,False,0939f4824ba739678b6129de3b00ff3e
train,image_192_png.rf.697c7867f080d0bba031ca7e1bcbfad2.jpg,1,0,0,True,640,424,1.5094,JPEG,True,False,e7c30ac17fa83c403228b5d0b892e8c7
train,image_192_png.rf.f894e688bb24f3b7401b82959667b369.jpg,1,1,1,True,640,426,1.5023,JPEG,True,False,75a29e6dedb76bd89906d7f5318f7d75
train,image_193_png.rf.6bc8192ca2649bc251db8841efee1668.jpg,1,0,0,True,640,426,1.5023,JPEG,True,False,cecb7a7ca04096b1d3d49025256488c5
train,image_194_png.rf.7021de4c740e9ffa324680e9ad177e08.jpg,1,0,0,True,640,426,1.5023,JPEG,True,False,97518cf8d8519fc8e3d5c4298a49fd9f
train,image_194_png.rf.e0ad961afb8f444ce32033ca9e9e5f8b.jpg,1,1,1,True,640,375,1.7067,JPEG,True,False,e235b42ca7d0c544bd21daddc3cb9640
train,image_195_png.rf.275625c0fe312f12b82b1917c48eb616.jpg,1,1,1,True,640,558,1.147,JPEG,True,False,e71fcb592210b9547fc4770a89afa574
train,image_196_png.rf.ad8954dc1cb13661fbb243a081402a78.jpg,1,1,1,True,640,435,1.4713,JPEG,True,False,50f7338b92dc030a38ee790742c2f6aa
train,image_197_png.rf.1498a7af848356e000695a744677272a.jpg,1,1,1,True,640,362,1.768,JPEG,True,False,113ff4c0d1a60d655127f13db74a2c10
train,image_198_png.rf.3e23dd8bbbc8688f9e718eccb3cf1cf6.jpg,1,0,0,True,640,262,2.4427,JPEG,True,False,ebe8ddc6863c5f587e7013fb97c0b0da
train,image_198_png.rf.8695a213f2806a7a56a3780751257388.jpg,1,1,1,True,418,640,0.6531,JPEG,True,False,68ec47d0cfb2722afbbec80fd3a73a01
train,image_199_png.rf.c702a11fd439335b3c71aed36d24d5b1.jpg,1,1,1,True,640,420,1.5238,JPEG,True,False,c0012bc544d528b9a4506aa76b452daf
train,image_19_png.rf.6461757399ef0a1cc4c3558c1ed26de0.jpg,1,1,1,True,640,323,1.9814,JPEG,True,False,9d189c7bf4503004832076bab8c791fe
train,image_1_png.rf.9fdf2813a028a5ff116ade32313cc395.jpg,1,0,0,True,639,477,1.3396,JPEG,True,False,14814c166c327cc41056b96dcb98f186
train,image_1_png.rf.ef3b28b39e14237ea71cd9a0cfaa0de7.jpg,1,1,1,True,418,640,0.6531,JPEG,True,False,af7ecc8fdae2cf106288e748e591e27d
train,image_201_png.rf.2142d2d869648ef8b3e252bda49f2bbe.jpg,1,1,1,True,640,384,1.6667,JPEG,True,False,ba9bd07c721eca2f7e73778ff49b772a
train,image_202_png.rf.bda8449497a7cb7e9d9e711b09af66d2.jpg,1,1,1,True,640,380,1.6842,JPEG,True,False,b6c72225b977ad4324d92aa8b30794fd
train,image_203_png.rf.c5bddb9c4e9046b9ed6c2e50693b92a1.jpg,1,1,1,True,640,453,1.4128,JPEG,True,False,5b2849821c33b948a78b2f37814c85e9
train,image_204_png.rf.af9695937fafeaec6f8ce9783afb5843.jpg,1,1,1,True,602,640,0.9406,JPEG,True,False,8a518f20f6939132c31d07919357a0ff
train,image_207_png.rf.d0316cebefc480d451dba75c61be3005.jpg,1,1,1,True,640,519,1.2331,JPEG,True,False,8083379e63eb9f9492422cf07f983c6a
train,image_208_png.rf.5b9b60f54ee971f84979915579be57be.jpg,1,1,1,True,640,478,1.3389,JPEG,True,False,896913ce83e25fdc9b0146e6e6a0a7ea
train,image_210_png.rf.ecf5d3fcb8d57fb8c75484e627ccd246.jpg,1,0,0,True,640,426,1.5023,JPEG,True,False,cb6b73dd26a5c7118a4a36bdb1790a17
train,image_212_png.rf.cfb81258f8f10baaa89e0c8ee8f37318.jpg,1,1,1,True,640,383,1.671,JPEG,True,False,ca03d06f8ee887c524505546b85f9466
train,image_213_png.rf.591f3769954cf97e63138fc4b240f457.jpg,1,0,0,True,640,338,1.8935,JPEG,True,False,5171b4f46362db26d6f3fdc539b2d67d
train,image_213_png.rf.8cf1449b1fe742a2de1301c95c12d4f7.jpg,1,1,1,True,640,416,1.5385,JPEG,True,False,3bcff5f8f72f4196b94b9f186456ce37
train,image_214_png.rf.f701ad0e162dd87d697bf72bf5e95bf8.jpg,1,1,1,True,640,505,1.2673,JPEG,True,False,bff9f1c50b2844aff17c66282a5c171c
train,image_215_png.rf.bc0203bffbb4ac95410892605af89b17.jpg,1,1,1,True,640,640,1.0,JPEG,True,False,766970e5287617e7185f54a34a78dee9
train,image_215_png.rf.d22f4ce57753137f9eef11ec12d9557d.jpg,1,0,0,True,640,426,1.5023,JPEG,True,False,e0f6d64fa976da4de8327d2699dc7575
train,image_216_png.rf.965a6064c338938a8fede0e7e251f22d.jpg,1,1,1,True,640,561,1.1408,JPEG,True,False,67c5b99c0ea7ccf73c6b705eb9c5351a
train,image_217_png.rf.55d0c75f429c85225026358204aa6ace.jpg,1,0,0,True,640,426,1.5023,JPEG,True,False,7ae318d74dc9d07b56f7758275e212e9
train,image_217_png.rf.e1d8280a1cc4d325b59c78a05872a27e.jpg,1,1,1,True,640,456,1.4035,JPEG,True,False,b6f0ae59d29410b24ebe4cc68f89a52a
train,image_218_png.rf.9f78249300f4143f509a0a531b6a7a42.jpg,1,0,0,True,640,437,1.4645,JPEG,True,False,d1e66670454d5fe74a96990aa4a104f7
train,image_218_png.rf.d7d43f37d7c4a977998d66a312d64c53.jpg,1,1,1,True,640,397,1.6121,JPEG,True,False,c4970383284deef6d0b3ebc17fee2f33
train,image_219_png.rf.c8a9bf4f3e73418864ba37b246d647a8.jpg,1,1,1,True,640,344,1.8605,JPEG,True,False,b9e17ba459a67383e5b9bb381d2cf886
train,image_21_png.rf.1691807c08bee865202113037386fe42.jpg,1,1,1,True,640,410,1.561,JPEG,True,False,a11c8afba663180b7fa37508eff9f83a
train,image_221_png.rf.3c86cc4b223dc88308bb2d44261b6eaa.jpg,1,1,1,True,640,524,1.2214,JPEG,True,False,e080b6ef080afc019e57be587c6651e1
train,image_223_png.rf.9bf2106a2ba3a127341546c2cab3626f.jpg,1,1,1,True,640,367,1.7439,JPEG,True,False,2aedc90d045af278cc3b1e684880c1ac
train,image_225_png.rf.fab078ef9fbce3aaf2cd20eab5c6ecc2.jpg,1,1,1,True,640,360,1.7778,JPEG,True,False,e62671d5adf6022cd79364799859bcd3
train,image_226_png.rf.0fd99542b943289137d645b15d909a00.jpg,2,0 0,0,True,640,198,3.2323,JPEG,True,False,c62bda61d88af5464379cff17c599e61
train,image_227_png.rf.16c4e4bd9cab44804396a7f658b2ccb8.jpg,1,1,1,True,639,356,1.7949,JPEG,True,False,646a631a8d0e5b239e78fb36775b211b
train,image_227_png.rf.177321642b6fd2a8292333bbb91ebc98.jpg,1,0,0,True,640,426,1.5023,JPEG,True,False,604d21dd591eedff5121e802ab3c7d9c
train,image_228_png.rf.328d62f9c89771b9481087a3188d52bf.jpg,1,1,1,True,640,522,1.2261,JPEG,True,False,f7910fb3ac6ab7fade4ec38629c5f401
train,image_229_png.rf.6da4a02eb18044ddb309585854b5ce9f.jpg,1,0,0,True,640,426,1.5023,JPEG,True,False,adde1778e27bbca017fa5ecdeb6ce2b3
train,image_22_png.rf.4e56537b699b74edef7804f2885da692.jpg,1,1,1,True,640,358,1.7877,JPEG,True,False,64275f1e477aa58204e7eddbbe6bfc36
train,image_230_png.rf.4b946f4df839b072880174341263a4f7.jpg,1,0,0,True,640,441,1.4512,JPEG,True,False,7225027e568f1ad4463ada8003b4692b
train,image_230_png.rf.723b2e3936c9c8295d9159c226ee1aa4.jpg,1,1,1,True,569,640,0.8891,JPEG,True,False,ef5b70810b361d07ef2c163e7e19424f
train,image_231_png.rf.fa50503caeeb51ea4e9f40565cff098f.jpg,1,0,0,True,640,483,1.3251,JPEG,True,False,c351bb053f971459959d5934c51ab8af
train,image_232_png.rf.e4571dfb933a8b85c86c162c67d6d593.jpg,1,1,1,True,640,383,1.671,JPEG,True,False,64696233b716ecbf4c501f43db89428a
train,image_234_png.rf.e0a0265fdab5393702cb8205b9802ac3.jpg,1,0,0,True,640,426,1.5023,JPEG,True,False,e08b20e578750ab897af24b658eab760
train,image_235_png.rf.a8b86d684f72f3f35f2f53457cdb74f6.jpg,1,1,1,True,640,336,1.9048,JPEG,True,False,7faf9965c765e001ebf819305f5841c7
train,image_236_png.rf.5fc623944f6d2474b7ef558bf2ce02b5.jpg,1,1,1,True,640,501,1.2774,JPEG,True,False,fa5b8a3c04b8df868a019daed6e0ea88
train,image_237_png.rf.8daea4635eb9bdea41d12f2b7fc67174.jpg,1,1,1,True,640,456,1.4035,JPEG,True,False,075c15eaab5d6bdf1f5082bc7f40be37
train,image_237_png.rf.ad0e9577ed5c93afa9a6e8f670369e37.jpg,1,0,0,True,640,483,1.3251,JPEG,True,False,370ed6a93d71963451ba4537726621ed
train,image_238_png.rf.5f024211a83a8354dd28a9217263a01f.jpg,1,1,1,True,640,507,1.2623,JPEG,True,False,ef628b4b3d4d16d096f27d44e897591b
train,image_239_png.rf.d4a5a402eb3bc3abec5b96204c348e04.jpg,1,0,0,True,640,360,1.7778,JPEG,True,False,d18e7a959bc0c208531c34e21fad8ac7
train,image_239_png.rf.ec8b77bf2faaa90e0f13c66dd43affff.jpg,1,1,1,True,640,424,1.5094,JPEG,True,False,d91b81d2b87acb959637ea689715cd04
