image_path,true_class_id,true_disease,predicted_class_id,predicted_disease,confidence,correct_prediction,prob_normal,prob_cataract,prob_diabetic_retinopathy,prob_glaucoma,is_glaucoma_correct,error_type
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_43_5688154.jpg,3,Glaucoma,0,Normal,0.5132111310958862,False,0.5132111310958862,4.600113970809616e-05,3.814375531874248e-06,0.4867391586303711,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1215_right.jpg,3,Glaucoma,3,Glaucoma,0.6925151348114014,True,0.21084120869636536,0.0559854656457901,0.04065821319818497,0.6925151348114014,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_287_8369950.jpg,3,Glaucoma,3,Glaucoma,0.8942962288856506,True,0.07121691107749939,0.032405611127614975,0.0020811883732676506,0.8942962288856506,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_283_6275047.jpg,3,Glaucoma,3,Glaucoma,0.9283033013343811,True,0.0501190647482872,0.009168689139187336,0.012408985756337643,0.9283033013343811,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_20_7421444.jpg,3,Glaucoma,3,Glaucoma,0.9413305521011353,True,0.05767602473497391,6.442240555770695e-05,0.0009289606241509318,0.9413305521011353,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_357_7848484.jpg,3,Glaucoma,3,Glaucoma,0.9778286218643188,True,0.0029642388690263033,0.017910784110426903,0.0012963906629011035,0.9778286218643188,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_111.jpg,3,Glaucoma,0,Normal,0.7304985523223877,False,0.7304985523223877,0.0069357058964669704,0.00039753856253810227,0.26216819882392883,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_246_1688391.jpg,3,Glaucoma,3,Glaucoma,0.7736907601356506,True,0.02153266966342926,0.020569011569023132,0.18420755863189697,0.7736907601356506,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_372_153571.jpg,3,Glaucoma,3,Glaucoma,0.9475278258323669,True,0.0032268441282212734,0.049218177795410156,2.7145440981257707e-05,0.9475278258323669,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1220_right.jpg,3,Glaucoma,0,Normal,0.7484407424926758,False,0.7484407424926758,4.1359591705258936e-05,0.07141458988189697,0.18010322749614716,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\Glaucoma_079.png,3,Glaucoma,3,Glaucoma,0.9610046744346619,True,0.037877172231674194,0.00036170700332149863,0.0007565012783743441,0.9610046744346619,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_248_1971812.jpg,3,Glaucoma,3,Glaucoma,0.8302863240242004,True,0.0264551043510437,0.029878675937652588,0.11337991058826447,0.8302863240242004,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\Glaucoma_044.png,3,Glaucoma,3,Glaucoma,0.9904156923294067,True,0.007850509136915207,0.0010045991512015462,0.00072912109317258,0.9904156923294067,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\641.jpg,3,Glaucoma,0,Normal,0.7372412085533142,False,0.7372412085533142,0.00011381953663658351,0.00020352423598524183,0.26244136691093445,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\624.jpg,3,Glaucoma,0,Normal,0.7901073694229126,False,0.7901073694229126,3.7223187518975465e-06,0.0001070561702363193,0.20978179574012756,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_276_1824789.jpg,3,Glaucoma,3,Glaucoma,0.9608372449874878,True,0.013248397037386894,0.014517703093588352,0.011396663263440132,0.9608372449874878,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\241.jpg,3,Glaucoma,3,Glaucoma,0.9298921227455139,True,0.06865950673818588,1.8200282283942215e-05,0.001430212752893567,0.9298921227455139,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2473.jpg,3,Glaucoma,0,Normal,0.5776724815368652,False,0.5776724815368652,5.8045010518981144e-05,0.36973991990089417,0.052529580891132355,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\508.jpg,3,Glaucoma,0,Normal,0.5443724393844604,False,0.5443724393844604,0.353331059217453,0.0006382461288012564,0.10165829211473465,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1525.jpg,3,Glaucoma,0,Normal,0.782562255859375,False,0.782562255859375,0.0002657076402101666,0.0010886476375162601,0.2160833775997162,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1469_left.jpg,3,Glaucoma,0,Normal,0.7201399803161621,False,0.7201399803161621,0.00020305649377405643,0.0008537714020349085,0.2788032293319702,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_367_403099.jpg,3,Glaucoma,3,Glaucoma,0.9627626538276672,True,0.008532715030014515,0.028635844588279724,6.878400745335966e-05,0.9627626538276672,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_360.jpg,3,Glaucoma,0,Normal,0.6460069417953491,False,0.6460069417953491,0.0003547772648744285,0.0016365202609449625,0.35200172662734985,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\Glaucoma_032.png,3,Glaucoma,3,Glaucoma,0.895940899848938,True,0.030504778027534485,0.06353912502527237,0.010015103034675121,0.895940899848938,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_155_1218981.jpg,3,Glaucoma,1,Cataract,0.9203464388847351,False,0.01263334695249796,0.9203464388847351,0.012432795017957687,0.05458751320838928,False,Glaucoma misclassified as Cataract
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\Glaucoma_088.png,3,Glaucoma,3,Glaucoma,0.9794838428497314,True,0.01714126393198967,0.0011381953954696655,0.0022366989869624376,0.9794838428497314,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_39_2936171.jpg,3,Glaucoma,3,Glaucoma,0.9539217948913574,True,0.02761785313487053,0.007563570514321327,0.010896685533225536,0.9539217948913574,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1327_right.jpg,3,Glaucoma,0,Normal,0.6221328973770142,False,0.6221328973770142,0.0027948839124292135,0.21156111359596252,0.16351112723350525,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\402.jpg,3,Glaucoma,3,Glaucoma,0.7900012135505676,True,0.20973117649555206,0.00016860042524058372,9.903289173962548e-05,0.7900012135505676,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1898.jpg,3,Glaucoma,0,Normal,0.8382164835929871,False,0.8382164835929871,6.148919055704027e-05,0.001610095496289432,0.16011199355125427,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_351_6945231.jpg,3,Glaucoma,3,Glaucoma,0.9933087825775146,True,0.004488059785217047,0.002192130545154214,1.0984303116856609e-05,0.9933087825775146,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_71_9012457.jpg,3,Glaucoma,3,Glaucoma,0.9291024804115295,True,0.06789348274469376,0.0029826995451003313,2.1306415874278173e-05,0.9291024804115295,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_310_4668441.jpg,3,Glaucoma,3,Glaucoma,0.989349365234375,True,0.00013341249723453075,0.010441294871270657,7.593051122967154e-05,0.989349365234375,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1334_left.jpg,3,Glaucoma,0,Normal,0.8141793012619019,False,0.8141793012619019,0.0004145875573158264,0.006930023431777954,0.17847609519958496,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\2063_left.jpg,3,Glaucoma,3,Glaucoma,0.8329669833183289,True,0.16699737310409546,1.95478987734532e-05,1.6117399354698136e-05,0.8329669833183289,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_227_2716085.jpg,3,Glaucoma,3,Glaucoma,0.8765515685081482,True,0.015166183933615685,0.0990234762430191,0.009258746169507504,0.8765515685081482,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_59_1911492.jpg,3,Glaucoma,3,Glaucoma,0.8599861264228821,True,0.1397211253643036,0.0001028304104693234,0.0001899335184134543,0.8599861264228821,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_185_1242583.jpg,3,Glaucoma,1,Cataract,0.48321467638015747,False,0.1916986107826233,0.48321467638015747,0.029918547719717026,0.2951681911945343,False,Glaucoma misclassified as Cataract
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\Glaucoma_019.png,3,Glaucoma,3,Glaucoma,0.9371587038040161,True,0.0551486499607563,0.003179684979841113,0.004512897692620754,0.9371587038040161,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_358_8144492.jpg,3,Glaucoma,3,Glaucoma,0.99178546667099,True,0.0044463337399065495,0.0037588325794786215,9.251983101421501e-06,0.99178546667099,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1526.jpg,3,Glaucoma,0,Normal,0.9276992082595825,False,0.9276992082595825,0.00040275242645293474,0.034657418727874756,0.03724059462547302,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\2020_left.jpg,3,Glaucoma,0,Normal,0.4798896312713623,False,0.4798896312713623,0.0045520104467868805,0.219601571559906,0.2959568202495575,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1279_left.jpg,3,Glaucoma,3,Glaucoma,0.741610050201416,True,0.24614766240119934,0.004477595444768667,0.007764653768390417,0.741610050201416,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_249_6890690.jpg,3,Glaucoma,3,Glaucoma,0.44656655192375183,True,0.024659281596541405,0.13657604157924652,0.3921981453895569,0.44656655192375183,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1334_right.jpg,3,Glaucoma,0,Normal,0.9631088972091675,False,0.9631088972091675,5.414630868472159e-05,0.0021130982786417007,0.03472389280796051,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1330_right.jpg,3,Glaucoma,0,Normal,0.6135760545730591,False,0.6135760545730591,0.0004443122015800327,0.014253790490329266,0.3717258870601654,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_114.jpg,3,Glaucoma,0,Normal,0.6620867252349854,False,0.6620867252349854,0.0003637712216004729,0.00120432092808187,0.3363451063632965,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\238_right.jpg,3,Glaucoma,3,Glaucoma,0.541312575340271,True,0.39354389905929565,0.004810762591660023,0.06033281609416008,0.541312575340271,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\2048_right.jpg,3,Glaucoma,3,Glaucoma,0.6668302416801453,True,0.2172437310218811,0.08634445071220398,0.02958156354725361,0.6668302416801453,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\Glaucoma_080.png,3,Glaucoma,3,Glaucoma,0.9935134053230286,True,0.005823864601552486,0.00046976370504125953,0.00019304313173051924,0.9935134053230286,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\532.jpg,3,Glaucoma,3,Glaucoma,0.3832332491874695,True,0.29650652408599854,0.32003071904182434,0.00022952212020754814,0.3832332491874695,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1004.jpg,3,Glaucoma,0,Normal,0.6801998615264893,False,0.6801998615264893,0.00017692981055006385,0.00021123648912180215,0.319411963224411,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\Glaucoma_082.png,3,Glaucoma,3,Glaucoma,0.9938641786575317,True,0.005776992067694664,8.138571138260886e-05,0.000277417479082942,0.9938641786575317,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2605.jpg,3,Glaucoma,0,Normal,0.8487435579299927,False,0.8487435579299927,0.010888305492699146,0.0005543261067941785,0.13981379568576813,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\Glaucoma_036.png,3,Glaucoma,3,Glaucoma,0.9786046743392944,True,0.00932168960571289,0.010885673575103283,0.0011880224337801337,0.9786046743392944,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_180_6449017.jpg,3,Glaucoma,3,Glaucoma,0.994621753692627,True,0.003431938821449876,0.001915220869705081,3.112274134764448e-05,0.994621753692627,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_129_2098170.jpg,3,Glaucoma,3,Glaucoma,0.6974308490753174,True,0.08024782687425613,0.22078633308410645,0.001534957904368639,0.6974308490753174,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_69_5362173.jpg,3,Glaucoma,3,Glaucoma,0.9249616861343384,True,0.0640716552734375,0.01096305251121521,3.670990736281965e-06,0.9249616861343384,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_8_5210275.jpg,3,Glaucoma,3,Glaucoma,0.8762580156326294,True,0.027232587337493896,0.09587808698415756,0.0006313165067695081,0.8762580156326294,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_35_369215.jpg,3,Glaucoma,3,Glaucoma,0.9554920792579651,True,0.03659720718860626,0.0007423895876854658,0.0071682408452034,0.9554920792579651,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\317.jpg,3,Glaucoma,0,Normal,0.575300395488739,False,0.575300395488739,0.0005153485690243542,0.0003006910555996001,0.4238836169242859,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1248_right.jpg,3,Glaucoma,0,Normal,0.5121328234672546,False,0.5121328234672546,0.00032658010604791343,0.03060433268547058,0.456936240196228,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_41_7018471.jpg,3,Glaucoma,3,Glaucoma,0.8900517821311951,True,0.10468079894781113,6.649746501352638e-05,0.005200952757149935,0.8900517821311951,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2050.jpg,3,Glaucoma,0,Normal,0.8308085799217224,False,0.8308085799217224,0.0030871208291500807,0.05084329843521118,0.1152610033750534,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1497_left.jpg,3,Glaucoma,0,Normal,0.5678769946098328,False,0.5678769946098328,2.1747264327132143e-06,0.00032212663791142404,0.4317987263202667,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_13_697490.jpg,3,Glaucoma,3,Glaucoma,0.5514711737632751,True,0.01859893649816513,0.4269241988658905,0.0030056254472583532,0.5514711737632751,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1799.jpg,3,Glaucoma,0,Normal,0.5270562171936035,False,0.5270562171936035,0.0007668191101402044,0.46026161313056946,0.011915362440049648,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_177_7654905.jpg,3,Glaucoma,3,Glaucoma,0.9731301665306091,True,0.0036443097051233053,0.02305971086025238,0.00016575679183006287,0.9731301665306091,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_61_1340813.jpg,3,Glaucoma,3,Glaucoma,0.7373824119567871,True,0.010877448134124279,0.2489774525165558,0.002762654796242714,0.7373824119567871,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_3023.jpg,3,Glaucoma,0,Normal,0.9663159251213074,False,0.9663159251213074,5.700779729522765e-05,0.00030673568835482,0.03332033380866051,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_10_2555943.jpg,3,Glaucoma,3,Glaucoma,0.7628293037414551,True,0.03312710300087929,0.20335079729557037,0.0006928758812136948,0.7628293037414551,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_67_4921455.jpg,3,Glaucoma,3,Glaucoma,0.9851593375205994,True,0.012787160463631153,2.5868341253953986e-05,0.002027706941589713,0.9851593375205994,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\Glaucoma_015.png,3,Glaucoma,3,Glaucoma,0.9616673588752747,True,0.02824043482542038,0.010036680847406387,5.5467015044996515e-05,0.9616673588752747,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_659.jpg,3,Glaucoma,0,Normal,0.8824495673179626,False,0.8824495673179626,0.002025838475674391,0.0024080302100628614,0.11311652511358261,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1297_left.jpg,3,Glaucoma,0,Normal,0.7306070327758789,False,0.7306070327758789,0.003914288245141506,0.06325749307870865,0.20222121477127075,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_64_3530889.jpg,3,Glaucoma,3,Glaucoma,0.9604455232620239,True,0.0021278082858771086,0.02343936823308468,0.013987305574119091,0.9604455232620239,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_57_1814825.jpg,3,Glaucoma,1,Cataract,0.968841552734375,False,0.002964164363220334,0.968841552734375,0.014043357223272324,0.014150855131447315,False,Glaucoma misclassified as Cataract
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1081.jpg,3,Glaucoma,0,Normal,0.5750872492790222,False,0.5750872492790222,0.0004297084524296224,0.001013321103528142,0.42346975207328796,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\362.jpg,3,Glaucoma,0,Normal,0.9001292586326599,False,0.9001292586326599,0.00015093330875970423,0.00028575400938279927,0.0994340032339096,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2784.jpg,3,Glaucoma,0,Normal,0.8638564944267273,False,0.8638564944267273,0.0017545497976243496,0.001980133354663849,0.13240882754325867,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_3168.jpg,3,Glaucoma,0,Normal,0.7118731141090393,False,0.7118731141090393,5.7304026995552704e-05,0.0006098212325014174,0.28745976090431213,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_186_3309365.jpg,3,Glaucoma,3,Glaucoma,0.8330045938491821,True,0.15090468525886536,0.013729064725339413,0.0023616543039679527,0.8330045938491821,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_3024.jpg,3,Glaucoma,0,Normal,0.8284143209457397,False,0.8284143209457397,0.003318709321320057,0.005850940942764282,0.1624159812927246,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_267_8024092.jpg,3,Glaucoma,3,Glaucoma,0.9933047890663147,True,0.0065822540782392025,9.093682456295937e-05,2.1979865778121166e-05,0.9933047890663147,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_272_9782017.jpg,3,Glaucoma,3,Glaucoma,0.9734528064727783,True,0.02515438385307789,0.0013476768508553505,4.517255365499295e-05,0.9734528064727783,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1496_right.jpg,3,Glaucoma,0,Normal,0.7291128039360046,False,0.7291128039360046,9.215753379976377e-06,0.030070362612605095,0.24080771207809448,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_292_3819069.jpg,3,Glaucoma,3,Glaucoma,0.974746823310852,True,0.02080901712179184,0.001858811592683196,0.002585318638011813,0.974746823310852,True,Correct Glaucoma
