source_split,original_filename,crop_filename,original_width,original_height,crop_width,crop_height,class_id,disease_name,bbox_x_center,bbox_y_center,bbox_width,bbox_height,padding,quality_status,rejection_reason
train,i_1150_jpg.rf.af855b315c9dff9957ef389493089876.jpg,i_1150_jpg.rf.af855b315c9dff9957ef389493089876_box00.jpg,45,45,19,15,0,Cataract,0.6331111111111111,0.5271111111111111,0.3302222222222222,0.2211111111111111,0.1,rejected,min_resolution:19x15<16
train,i_1154_jpg.rf.19261c2eaea97abdd420260a8bc8de6f.jpg,i_1154_jpg.rf.19261c2eaea97abdd420260a8bc8de6f_box00.jpg,50,50,18,15,0,Cataract,0.5732,0.5418,0.258,0.19879999999999998,0.1,rejected,min_resolution:18x15<16
train,i_1159_jpg.rf.ceda8f3a337b5fd964f926047d9fa5e8.jpg,i_1159_jpg.rf.ceda8f3a337b5fd964f926047d9fa5e8_box00.jpg,54,54,18,15,0,Cataract,0.552962962962963,0.45925925925925926,0.2348148148148148,0.1864814814814815,0.1,rejected,min_resolution:18x15<16
train,i_1173_jpg.rf.f0199d8bd15d1563a53f813d5bf973ec.jpg,i_1173_jpg.rf.f0199d8bd15d1563a53f813d5bf973ec_box00.jpg,54,54,21,15,0,Cataract,0.49203703703703705,0.4824074074074074,0.2974074074074074,0.18574074074074073,0.1,rejected,min_resolution:21x15<16
train,i_1177_jpg.rf.90cca3d2e2150e9998697258796668b3.jpg,i_1177_jpg.rf.90cca3d2e2150e9998697258796668b3_box00.jpg,56,56,20,12,0,Cataract,0.5860714285714286,0.5158928571428572,0.2792857142857143,0.13178571428571428,0.1,rejected,min_resolution:20x12<16|min_area:240<256
train,i_1178_jpg.rf.d2a09c2f6368dd8e3f24e81fad1e340a.jpg,i_1178_jpg.rf.d2a09c2f6368dd8e3f24e81fad1e340a_box00.jpg,48,48,20,11,0,Cataract,0.5677083333333334,0.49145833333333333,0.3072916666666667,0.13770833333333335,0.1,rejected,min_resolution:20x11<16|min_area:220<256
train,i_1179_jpg.rf.ce35440a8e4106cde87cfb8af439836f.jpg,i_1179_jpg.rf.ce35440a8e4106cde87cfb8af439836f_box00.jpg,54,54,13,13,0,Cataract,0.9003703703703704,0.4975925925925926,0.19925925925925925,0.1448148148148148,0.1,rejected,min_resolution:13x13<16|min_area:169<256
train,i_1180_jpg.rf.c428e9ecb591af56e530bf585daa1427.jpg,i_1180_jpg.rf.c428e9ecb591af56e530bf585daa1427_box00.jpg,56,56,21,13,0,Cataract,0.6232142857142857,0.4930357142857143,0.28535714285714286,0.14928571428571427,0.1,rejected,min_resolution:21x13<16
train,i_1181_jpg.rf.59e6efebadd2f69713f34114f9730550.jpg,i_1181_jpg.rf.59e6efebadd2f69713f34114f9730550_box00.jpg,55,55,19,15,0,Cataract,0.5325454545454545,0.4894545454545455,0.2598181818181818,0.18236363636363634,0.1,rejected,min_resolution:19x15<16
train,i_1185_jpg.rf.f927c8d0a2064cb8bf7cf38f1ae513d3.jpg,i_1185_jpg.rf.f927c8d0a2064cb8bf7cf38f1ae513d3_box00.jpg,54,54,21,15,0,Cataract,0.5772222222222223,0.4905555555555555,0.29388888888888887,0.19703703703703704,0.1,rejected,min_resolution:21x15<16
train,i_1190_jpg.rf.08a4b262b05e84670ccec2f58b83ab9d.jpg,i_1190_jpg.rf.08a4b262b05e84670ccec2f58b83ab9d_box00.jpg,52,52,22,14,0,Cataract,0.49596153846153845,0.5221153846153845,0.33,0.1798076923076923,0.1,rejected,min_resolution:22x14<16
train,i_1197_jpg.rf.0b4b63b4d65dfc11f97d080590ce6fb0.jpg,i_1197_jpg.rf.0b4b63b4d65dfc11f97d080590ce6fb0_box00.jpg,62,62,19,14,0,Cataract,0.47338709677419355,0.49935483870967745,0.22370967741935482,0.15403225806451615,0.1,rejected,min_resolution:19x14<16
train,i_1198_jpg.rf.f68f58297015213c50e24d9d509a81a7.jpg,i_1198_jpg.rf.f68f58297015213c50e24d9d509a81a7_box00.jpg,56,56,19,15,0,Cataract,0.5453571428571429,0.5096428571428572,0.2555357142857143,0.17214285714285715,0.1,rejected,min_resolution:19x15<16
train,i_1204_jpg.rf.9256f07b6b32932f03be1e289726bf89.jpg,i_1204_jpg.rf.9256f07b6b32932f03be1e289726bf89_box00.jpg,51,51,22,15,0,Cataract,0.5105882352941177,0.5003921568627451,0.3311764705882353,0.21490196078431376,0.1,rejected,min_resolution:22x15<16
train,i_1206_jpg.rf.c4d356ddd67b5ca26d94c3ed9d52c509.jpg,i_1206_jpg.rf.c4d356ddd67b5ca26d94c3ed9d52c509_box00.jpg,63,63,22,15,0,Cataract,0.5065079365079365,0.5007936507936508,0.2584126984126984,0.16174603174603175,0.1,rejected,min_resolution:22x15<16
train,i_1207_jpg.rf.0c210145cb527a319e6c3a26a63b595f.jpg,i_1207_jpg.rf.0c210145cb527a319e6c3a26a63b595f_box00.jpg,65,65,22,15,0,Cataract,0.5058461538461538,0.5173846153846154,0.266,0.15692307692307692,0.1,rejected,min_resolution:22x15<16
train,i_1211_jpg.rf.946662fd7f91ed48ace267a4bfa61764.jpg,i_1211_jpg.rf.946662fd7f91ed48ace267a4bfa61764_box00.jpg,81,81,21,15,0,Cataract,0.5577777777777778,0.6472839506172839,0.19617283950617284,0.12135802469135802,0.1,rejected,min_resolution:21x15<16
train,i_1215_jpg.rf.50553a406891d93bd94d623eb0fe635b.jpg,i_1215_jpg.rf.50553a406891d93bd94d623eb0fe635b_box00.jpg,49,49,20,15,0,Cataract,0.5922448979591837,0.4987755102040817,0.2946938775510204,0.20551020408163265,0.1,rejected,min_resolution:20x15<16
train,i_1257_jpg.rf.2c5d40cf2fadb79144c69aff5cd46dcf.jpg,i_1257_jpg.rf.2c5d40cf2fadb79144c69aff5cd46dcf_box00.jpg,53,53,19,14,0,Cataract,0.6271698113207548,0.5077358490566037,0.25849056603773585,0.18037735849056605,0.1,rejected,min_resolution:19x14<16
train,i_1258_jpg.rf.9b61c535a9c2d8e965a5e236f62a73e0.jpg,i_1258_jpg.rf.9b61c535a9c2d8e965a5e236f62a73e0_box00.jpg,45,45,17,15,0,Cataract,0.5860000000000001,0.5253333333333333,0.2571111111111111,0.21044444444444446,0.1,rejected,min_resolution:17x15<16|min_area:255<256
train,i_1262_jpg.rf.ef1cc473f444013c9da2692f455266ef.jpg,i_1262_jpg.rf.ef1cc473f444013c9da2692f455266ef_box00.jpg,42,42,17,13,0,Cataract,0.5626190476190476,0.5073809523809524,0.28785714285714287,0.18095238095238095,0.1,rejected,min_resolution:17x13<16|min_area:221<256
train,i_1263_jpg.rf.55f20c6de713406f2a444106a1896635.jpg,i_1263_jpg.rf.55f20c6de713406f2a444106a1896635_box00.jpg,45,45,17,14,0,Cataract,0.55,0.5293333333333333,0.27355555555555555,0.20977777777777776,0.1,rejected,min_resolution:17x14<16|min_area:238<256
train,i_1279_jpg.rf.5406a9af780071926a96addeeb3407df.jpg,i_1279_jpg.rf.5406a9af780071926a96addeeb3407df_box00.jpg,56,56,18,15,0,Cataract,0.5375,0.5421428571428571,0.23982142857142857,0.1842857142857143,0.1,rejected,min_resolution:18x15<16
train,i_1280_jpg.rf.c87c24ac7ddf3741fb29dc24cd296af3.jpg,i_1280_jpg.rf.c87c24ac7ddf3741fb29dc24cd296af3_box00.jpg,53,53,20,15,0,Cataract,0.49,0.5183018867924528,0.29867924528301887,0.18037735849056605,0.1,rejected,min_resolution:20x15<16
train,i_1284_jpg.rf.4eda8266663546aeb1b5dd19e93eec54.jpg,i_1284_jpg.rf.4eda8266663546aeb1b5dd19e93eec54_box00.jpg,61,61,20,14,0,Cataract,0.5078688524590164,0.5029508196721312,0.23508196721311475,0.15049180327868852,0.1,rejected,min_resolution:20x14<16
train,i_1285_jpg.rf.4c365e5b279125cfde370583dd5403fa.jpg,i_1285_jpg.rf.4c365e5b279125cfde370583dd5403fa_box00.jpg,67,67,22,13,0,Cataract,0.5053731343283582,0.5299999999999999,0.2461194029850746,0.13149253731343286,0.1,rejected,min_resolution:22x13<16
train,i_1286_jpg.rf.31a70efee32b70b57f0fadac316383d4.jpg,i_1286_jpg.rf.31a70efee32b70b57f0fadac316383d4_box00.jpg,62,62,19,14,0,Cataract,0.5601612903225806,0.5291935483870968,0.2203225806451613,0.13580645161290322,0.1,rejected,min_resolution:19x14<16
train,i_1288_jpg.rf.1d3270d14e4cda357fe0e732f5f651cb.jpg,i_1288_jpg.rf.1d3270d14e4cda357fe0e732f5f651cb_box00.jpg,49,49,18,14,0,Cataract,0.6114285714285714,0.5016326530612245,0.27040816326530615,0.1853061224489796,0.1,rejected,min_resolution:18x14<16|min_area:252<256
train,i_1290_jpg.rf.6ff815aa07eaba15d8bc7c53cdddd97c.jpg,i_1290_jpg.rf.6ff815aa07eaba15d8bc7c53cdddd97c_box00.jpg,56,56,18,14,0,Cataract,0.6421428571428571,0.5023214285714286,0.22321428571428573,0.1625,0.1,rejected,min_resolution:18x14<16|min_area:252<256
train,i_1296_jpg.rf.539dab8e5303602a41b78e16f814a057.jpg,i_1296_jpg.rf.539dab8e5303602a41b78e16f814a057_box00.jpg,56,56,18,14,0,Cataract,0.4310714285714286,0.4685714285714285,0.2425,0.16321428571428573,0.1,rejected,min_resolution:18x14<16|min_area:252<256
train,i_1297_jpg.rf.65879b2fd0a938fc927aa5f9f9178e18.jpg,i_1297_jpg.rf.65879b2fd0a938fc927aa5f9f9178e18_box00.jpg,55,55,18,14,0,Cataract,0.510909090909091,0.4772727272727273,0.23727272727272727,0.16145454545454546,0.1,rejected,min_resolution:18x14<16|min_area:252<256
train,i_1306_jpg.rf.868a6be6e7781bc2882b134d6a467b1a.jpg,i_1306_jpg.rf.868a6be6e7781bc2882b134d6a467b1a_box00.jpg,47,47,18,15,0,Cataract,0.49723404255319154,0.5212765957446809,0.27489361702127657,0.20531914893617023,0.1,rejected,min_resolution:18x15<16
train,i_1307_jpg.rf.6142ca8be9a868a97d8bcf7411ce5d66.jpg,i_1307_jpg.rf.6142ca8be9a868a97d8bcf7411ce5d66_box00.jpg,58,58,20,15,0,Cataract,0.5782758620689655,0.49258620689655175,0.25775862068965516,0.16327586206896552,0.1,rejected,min_resolution:20x15<16
train,i_1309_jpg.rf.22fa3cc338b1bee3e936e1514c0121c4.jpg,i_1309_jpg.rf.22fa3cc338b1bee3e936e1514c0121c4_box00.jpg,51,51,19,14,0,Cataract,0.5796078431372549,0.5152941176470588,0.28058823529411764,0.18176470588235294,0.1,rejected,min_resolution:19x14<16
train,i_1312_jpg.rf.259fba2eeaada22a3ada49e60cc8a02f.jpg,i_1312_jpg.rf.259fba2eeaada22a3ada49e60cc8a02f_box00.jpg,56,56,20,15,0,Cataract,0.5366071428571428,0.4921428571428571,0.26964285714285713,0.18607142857142858,0.1,rejected,min_resolution:20x15<16
train,i_1332_jpg.rf.59ec369e0e6a8c27340948208a15d2a6.jpg,i_1332_jpg.rf.59ec369e0e6a8c27340948208a15d2a6_box00.jpg,49,49,18,15,0,Cataract,0.5538775510204081,0.5383673469387755,0.26,0.216734693877551,0.1,rejected,min_resolution:18x15<16
train,i_1352_jpg.rf.4ed448733ec00eb619ecc7f116a5e2ce.jpg,i_1352_jpg.rf.4ed448733ec00eb619ecc7f116a5e2ce_box00.jpg,53,53,18,15,0,Cataract,0.45037735849056604,0.49547169811320757,0.23490566037735847,0.1979245283018868,0.1,rejected,min_resolution:18x15<16
train,i_1355_jpg.rf.d5ee7f013be2e996fc14d6288f253b2a.jpg,i_1355_jpg.rf.d5ee7f013be2e996fc14d6288f253b2a_box00.jpg,66,66,18,15,0,Cataract,0.4859090909090909,0.5096969696969698,0.18803030303030302,0.1537878787878788,0.1,rejected,min_resolution:18x15<16
train,i_1358_jpg.rf.c3ec48c7f5fa3090b8886bfc5e3a8671.jpg,i_1358_jpg.rf.c3ec48c7f5fa3090b8886bfc5e3a8671_box00.jpg,48,48,16,13,0,Cataract,0.4635416666666667,0.44812500000000005,0.234375,0.16541666666666668,0.1,rejected,min_resolution:16x13<16|min_area:208<256
train,i_1361_jpg.rf.a2318a29ce797153694aa9df1b872ce1.jpg,i_1361_jpg.rf.a2318a29ce797153694aa9df1b872ce1_box00.jpg,48,48,17,13,0,Cataract,0.5472916666666666,0.49541666666666667,0.26125,0.17145833333333335,0.1,rejected,min_resolution:17x13<16|min_area:221<256
train,i_1368_jpg.rf.ce06bda7dffe4bd4b15dfc3ce8ff4e20.jpg,i_1368_jpg.rf.ce06bda7dffe4bd4b15dfc3ce8ff4e20_box00.jpg,55,55,18,14,0,Cataract,0.45836363636363636,0.5527272727272727,0.2310909090909091,0.1632727272727273,0.1,rejected,min_resolution:18x14<16|min_area:252<256
train,i_1373_jpg.rf.9ded9d7301742e5fb9580d8c4b5976a5.jpg,i_1373_jpg.rf.9ded9d7301742e5fb9580d8c4b5976a5_box00.jpg,44,44,20,15,0,Cataract,0.5856818181818182,0.5097727272727273,0.3509090909090909,0.24431818181818182,0.1,rejected,min_resolution:20x15<16
train,i_1382_jpg.rf.048ef527f594e64878355479f7023da2.jpg,i_1382_jpg.rf.048ef527f594e64878355479f7023da2_box00.jpg,46,46,16,14,0,Cataract,0.551304347826087,0.5219565217391304,0.23826086956521741,0.19347826086956524,0.1,rejected,min_resolution:16x14<16|min_area:224<256
train,i_1388_jpg.rf.0a5fb9731b3cc03cafda807a509fb8fb.jpg,i_1388_jpg.rf.0a5fb9731b3cc03cafda807a509fb8fb_box00.jpg,54,54,18,15,0,Cataract,0.6894444444444444,0.5437037037037037,0.2364814814814815,0.18833333333333332,0.1,rejected,min_resolution:18x15<16
train,i_1392_jpg.rf.349926815b703334826893b97cacccfc.jpg,i_1392_jpg.rf.349926815b703334826893b97cacccfc_box00.jpg,57,57,20,15,0,Cataract,0.5412280701754386,0.5314035087719298,0.25491228070175437,0.18473684210526314,0.1,rejected,min_resolution:20x15<16
train,i_1413_jpg.rf.717b2e6b69222a06d1e62f8dff6b123e.jpg,i_1413_jpg.rf.717b2e6b69222a06d1e62f8dff6b123e_box00.jpg,58,58,20,15,0,Cataract,0.46155172413793105,0.5279310344827587,0.2543103448275862,0.1660344827586207,0.1,rejected,min_resolution:20x15<16
train,i_1424_jpg.rf.ec1e08ed821990e7f113233eb19b3aaa.jpg,i_1424_jpg.rf.ec1e08ed821990e7f113233eb19b3aaa_box00.jpg,60,60,20,13,0,Cataract,0.5368333333333334,0.541,0.25083333333333335,0.14283333333333334,0.1,rejected,min_resolution:20x13<16
train,i_1425_jpg.rf.8feb03c221bb1f7f9b1a463025269613.jpg,i_1425_jpg.rf.8feb03c221bb1f7f9b1a463025269613_box00.jpg,52,52,20,13,0,Cataract,0.5713461538461538,0.48923076923076925,0.2901923076923077,0.16596153846153847,0.1,rejected,min_resolution:20x13<16
train,i_1442_jpg.rf.9a9625135c2638a43159e68d84760f41.jpg,i_1442_jpg.rf.9a9625135c2638a43159e68d84760f41_box00.jpg,52,52,23,14,0,Cataract,0.566923076923077,0.49403846153846154,0.3334615384615385,0.1701923076923077,0.1,rejected,min_resolution:23x14<16
train,i_1454_jpg.rf.ca4f9c2de2a13c35a79d8c1a19c7aa0e.jpg,i_1454_jpg.rf.ca4f9c2de2a13c35a79d8c1a19c7aa0e_box00.jpg,48,48,19,15,0,Cataract,0.5864583333333333,0.539375,0.28729166666666667,0.21229166666666666,0.1,rejected,min_resolution:19x15<16
train,i_1471_jpg.rf.6060780641deffc975d63201f319929b.jpg,i_1471_jpg.rf.6060780641deffc975d63201f319929b_box00.jpg,55,55,20,15,0,Cataract,0.5654545454545454,0.5007272727272727,0.26327272727272727,0.19436363636363635,0.1,rejected,min_resolution:20x15<16
train,i_1473_jpg.rf.ae9f85e214298aefb2ff8a9a0a461cd1.jpg,i_1473_jpg.rf.ae9f85e214298aefb2ff8a9a0a461cd1_box00.jpg,52,52,21,15,0,Cataract,0.5865384615384616,0.4930769230769231,0.3257692307692308,0.18942307692307692,0.1,rejected,min_resolution:21x15<16
train,i_1477_jpg.rf.6fa26f7a543ddd9fd27e4477f6763a27.jpg,i_1477_jpg.rf.6fa26f7a543ddd9fd27e4477f6763a27_box00.jpg,55,55,19,15,0,Cataract,0.47054545454545454,0.48854545454545456,0.2554545454545455,0.18054545454545454,0.1,rejected,min_resolution:19x15<16
train,i_1481_jpg.rf.3a7bc7edb71288feefbb3ef2303c0568.jpg,i_1481_jpg.rf.3a7bc7edb71288feefbb3ef2303c0568_box00.jpg,53,53,20,15,0,Cataract,0.5437735849056604,0.48245283018867924,0.2856603773584906,0.20320754716981132,0.1,rejected,min_resolution:20x15<16
train,i_1483_jpg.rf.ef5bf7f979c68b64b1218f28726ec665.jpg,i_1483_jpg.rf.ef5bf7f979c68b64b1218f28726ec665_box00.jpg,54,54,21,15,0,Cataract,0.572962962962963,0.47240740740740744,0.29555555555555557,0.18833333333333332,0.1,rejected,min_resolution:21x15<16
train,i_1484_jpg.rf.003c93c0abad7e2c0bbfdfce16059348.jpg,i_1484_jpg.rf.003c93c0abad7e2c0bbfdfce16059348_box00.jpg,49,49,20,15,0,Cataract,0.5246938775510204,0.4720408163265306,0.30081632653061224,0.19938775510204082,0.1,rejected,min_resolution:20x15<16
train,i_1501_jpg.rf.ee10c542bb350f767135d186a2611314.jpg,i_1501_jpg.rf.ee10c542bb350f767135d186a2611314_box00.jpg,80,80,23,15,0,Cataract,0.558125,0.5193749999999999,0.22574999999999998,0.13075,0.1,rejected,min_resolution:23x15<16
train,i_1504_jpg.rf.a891c885c112bddc0c6399e2af20a196.jpg,i_1504_jpg.rf.a891c885c112bddc0c6399e2af20a196_box00.jpg,52,52,20,15,0,Cataract,0.5371153846153847,0.47096153846153843,0.28942307692307695,0.2023076923076923,0.1,rejected,min_resolution:20x15<16
train,i_1520_jpg.rf.c9cd3450ac82bfad96498c9dd4029e80.jpg,i_1520_jpg.rf.c9cd3450ac82bfad96498c9dd4029e80_box00.jpg,65,65,23,14,0,Cataract,0.5606153846153846,0.504,0.2816923076923077,0.1456923076923077,0.1,rejected,min_resolution:23x14<16
train,i_1526_jpg.rf.42f66e2aa3b064ba7208423ede23f451.jpg,i_1526_jpg.rf.42f66e2aa3b064ba7208423ede23f451_box00.jpg,65,65,17,15,0,Cataract,0.5893846153846154,0.5313846153846153,0.18246153846153845,0.1430769230769231,0.1,rejected,min_resolution:17x15<16|min_area:255<256
train,i_1589_jpg.rf.ea58649bbf6aba169ff65d570abbac25.jpg,i_1589_jpg.rf.ea58649bbf6aba169ff65d570abbac25_box00.jpg,51,51,17,15,0,Cataract,0.5415686274509804,0.5145098039215686,0.24137254901960786,0.20098039215686275,0.1,rejected,min_resolution:17x15<16|min_area:255<256
train,i_974_jpg.rf.4a34fa38022fe32d4222ffb07dfa609b.jpg,i_974_jpg.rf.4a34fa38022fe32d4222ffb07dfa609b_box00.jpg,43,43,20,15,0,Cataract,0.5983720930232558,0.5402325581395349,0.3502325581395349,0.2427906976744186,0.1,rejected,min_resolution:20x15<16
train,i_983_jpg.rf.398d1b27cbfe9b67f9fdb19176387020.jpg,i_983_jpg.rf.398d1b27cbfe9b67f9fdb19176387020_box00.jpg,63,63,25,15,0,Cataract,0.7007936507936507,0.489047619047619,0.313968253968254,0.15396825396825395,0.1,rejected,min_resolution:25x15<16
train,i_994_jpg.rf.23f978725dae27586e20afb35cce1785.jpg,i_994_jpg.rf.23f978725dae27586e20afb35cce1785_box00.jpg,55,55,19,15,0,Cataract,0.5727272727272728,0.5392727272727272,0.2727272727272727,0.19363636363636363,0.1,rejected,min_resolution:19x15<16
train,image_127_png.rf.5ff6bb2081ff5b88cb4901e0d51a6efe.jpg,image_127_png.rf.5ff6bb2081ff5b88cb4901e0d51a6efe_box01.jpg,640,478,12,6,0,Cataract,0.6984375,0.7552301255230126,0.0125,0.0041841004184100415,0.1,rejected,min_resolution:12x6<16|min_area:72<256
train,image_80_png.rf.eee36e2cc9719bff4c1ea75d45f35754.jpg,image_80_png.rf.eee36e2cc9719bff4c1ea75d45f35754_box00.jpg,640,462,232,156,1,Normal,0.5265625,0.4653679653679654,0.3015625,0.2792207792207792,0.1,rejected,blur:laplacian_var=4.46
train,image_83_png.rf.3dc5f28d152d25e6d0d18449c83710e3.jpg,image_83_png.rf.3dc5f28d152d25e6d0d18449c83710e3_box00.jpg,640,564,350,253,1,Normal,0.5265625,0.5478723404255319,0.4546875,0.3723404255319149,0.1,rejected,blur:laplacian_var=3.29
train,image_87_png.rf.5153086ff8b52ea0fc0b610ad66dc19c.jpg,image_87_png.rf.5153086ff8b52ea0fc0b610ad66dc19c_box00.jpg,640,460,188,188,1,Normal,0.5203125,0.6195652173913043,0.24375,0.3391304347826087,0.1,rejected,blur:laplacian_var=4.92
train,image_88_png.rf.40e51b0d7f46a1b1fc3a65a7b8cb9eb3.jpg,image_88_png.rf.40e51b0d7f46a1b1fc3a65a7b8cb9eb3_box01.jpg,640,317,6,8,1,Normal,0.603125,0.7003154574132492,0.003125,0.00946372239747634,0.1,rejected,min_resolution:6x8<16|min_area:48<256
train,image_91_png.rf.dcce87611a0224dfbc5aeaeb7ddde44a.jpg,image_91_png.rf.dcce87611a0224dfbc5aeaeb7ddde44a_box00.jpg,640,625,170,186,1,Normal,0.5,0.6,0.2203125,0.2464,0.1,rejected,blur:laplacian_var=4.96
train,image_92_png.rf.4f4502def7058617dec39efcfdf1b111.jpg,image_92_png.rf.4f4502def7058617dec39efcfdf1b111_box00.jpg,640,421,252,217,1,Normal,0.5546875,0.5415676959619953,0.3265625,0.42755344418052255,0.1,rejected,blur:laplacian_var=4.77
train,image_99_png.rf.c1667cbdd0d5e1602679f736914fda4c.jpg,image_99_png.rf.c1667cbdd0d5e1602679f736914fda4c_box00.jpg,640,454,130,124,1,Normal,0.5734375,0.6101321585903083,0.1671875,0.22466960352422907,0.1,rejected,blur:laplacian_var=4.77
val,i_1012_jpg.rf.439778dfd7d49bd37d85c49f679c2079.jpg,i_1012_jpg.rf.439778dfd7d49bd37d85c49f679c2079_box00.jpg,45,45,20,15,0,Cataract,0.45799999999999996,0.4991111111111111,0.33555555555555555,0.23844444444444446,0.1,rejected,min_resolution:20x15<16
val,i_1048_jpg.rf.1ba2ed85d9fc43c1b55c6f60a7eeba51.jpg,i_1048_jpg.rf.1ba2ed85d9fc43c1b55c6f60a7eeba51_box00.jpg,52,52,21,15,0,Cataract,0.6384615384615385,0.49403846153846154,0.305,0.1946153846153846,0.1,rejected,min_resolution:21x15<16
val,i_1058_jpg.rf.1132d9d16d902d2b6fd84acb9b7d5b68.jpg,i_1058_jpg.rf.1132d9d16d902d2b6fd84acb9b7d5b68_box00.jpg,42,42,18,15,0,Cataract,0.5371428571428571,0.5166666666666666,0.31047619047619046,0.23595238095238097,0.1,rejected,min_resolution:18x15<16
val,i_1080_jpg.rf.6dee041e6eb25952c6d22c3d829db1a6.jpg,i_1080_jpg.rf.6dee041e6eb25952c6d22c3d829db1a6_box00.jpg,54,54,20,15,0,Cataract,0.5538888888888889,0.525,0.2748148148148148,0.19796296296296295,0.1,rejected,min_resolution:20x15<16
