source_split,original_filename,crop_filename,original_width,original_height,crop_width,crop_height,class_id,disease_name,bbox_x_center,bbox_y_center,bbox_width,bbox_height,padding,quality_status,rejection_reason
train,i_1022_jpg.rf.69819057c22a71d09939e9e4b9c295a9.jpg,i_1022_jpg.rf.69819057c22a71d09939e9e4b9c295a9_box00.jpg,57,57,22,19,0,Cataract,0.5636842105263158,0.5026315789473684,0.29912280701754385,0.24982456140350878,0.1,accepted,
train,i_1023_jpg.rf.d0c8c44132bd491fcc3083f0f98de75f.jpg,i_1023_jpg.rf.d0c8c44132bd491fcc3083f0f98de75f_box00.jpg,56,56,21,18,0,Cataract,0.5839285714285715,0.4830357142857143,0.2905357142857143,0.21839285714285714,0.1,accepted,
train,i_1029_jpg.rf.8e7b16df994353d1216c3b6e33c2d73b.jpg,i_1029_jpg.rf.8e7b16df994353d1216c3b6e33c2d73b_box00.jpg,60,60,23,19,0,Cataract,0.5581666666666667,0.5185,0.3055,0.23316666666666666,0.1,accepted,
train,i_102_jpg.rf.9267469001a93523a499bfefc400f8f2.jpg,i_102_jpg.rf.9267469001a93523a499bfefc400f8f2_box00.jpg,291,200,94,60,0,Cataract,0.443127147766323,0.46515,0.2652577319587629,0.24434999999999998,0.1,accepted,
train,i_1030_jpg.rf.1a34c33cfd8fbfc0a3f676a53317179d.jpg,i_1030_jpg.rf.1a34c33cfd8fbfc0a3f676a53317179d_box00.jpg,53,53,23,19,0,Cataract,0.42283018867924527,0.5383018867924528,0.3424528301886792,0.26264150943396225,0.1,accepted,
train,i_1034_jpg.rf.cd364d150c498f95f4c45bbc665e9307.jpg,i_1034_jpg.rf.cd364d150c498f95f4c45bbc665e9307_box00.jpg,49,49,21,18,0,Cataract,0.6453061224489796,0.5302040816326531,0.3175510204081633,0.2612244897959184,0.1,accepted,
train,i_1035_jpg.rf.479f36cf7533f6a87d9cf4d37d2a41f8.jpg,i_1035_jpg.rf.479f36cf7533f6a87d9cf4d37d2a41f8_box00.jpg,60,60,21,20,0,Cataract,0.5273333333333333,0.49766666666666665,0.263,0.254,0.1,accepted,
train,i_1036_jpg.rf.5a274d970129739935ebba42e4c22555.jpg,i_1036_jpg.rf.5a274d970129739935ebba42e4c22555_box00.jpg,41,41,19,14,0,Cataract,0.6478048780487805,0.4658536585365854,0.3619512195121951,0.20585365853658535,0.1,rejected,min_resolution:19x14<16
train,i_1037_jpg.rf.6609fff8b9b3845ff6150811e445f27b.jpg,i_1037_jpg.rf.6609fff8b9b3845ff6150811e445f27b_box00.jpg,52,52,18,20,0,Cataract,0.40884615384615386,0.47846153846153844,0.25115384615384617,0.295,0.1,accepted,
train,i_1038_jpg.rf.f2e09747a5cc802efc59448de5d34fa6.jpg,i_1038_jpg.rf.f2e09747a5cc802efc59448de5d34fa6_box00.jpg,59,59,26,21,0,Cataract,0.5454237288135593,0.5208474576271187,0.3503389830508475,0.2683050847457627,0.1,accepted,
train,i_1039_jpg.rf.2b8e99cc421b5e4574a29a821954020d.jpg,i_1039_jpg.rf.2b8e99cc421b5e4574a29a821954020d_box00.jpg,51,51,20,17,0,Cataract,0.44784313725490194,0.5345098039215687,0.28941176470588237,0.23058823529411765,0.1,accepted,
train,i_103_jpg.rf.ceb08e5ebabd1c7876f474907b86baa6.jpg,i_103_jpg.rf.ceb08e5ebabd1c7876f474907b86baa6_box00.jpg,213,155,156,137,0,Cataract,0.5333333333333333,0.5745806451612904,0.6071830985915494,0.7602580645161291,0.1,accepted,
train,i_1040_jpg.rf.75767ae5aae2af0093a4af4b2b94c686.jpg,i_1040_jpg.rf.75767ae5aae2af0093a4af4b2b94c686_box00.jpg,49,49,20,14,0,Cataract,0.5320408163265307,0.4563265306122449,0.28959183673469385,0.1783673469387755,0.1,rejected,min_resolution:20x14<16
train,i_1041_jpg.rf.6bc84f606456144026b244b7a345c3dc.jpg,i_1041_jpg.rf.6bc84f606456144026b244b7a345c3dc_box00.jpg,48,48,19,13,0,Cataract,0.6745833333333334,0.43291666666666667,0.3020833333333333,0.16104166666666667,0.1,rejected,min_resolution:19x13<16|min_area:247<256
train,i_1042_jpg.rf.f2b6fb21bd8d30492c765228a3868ff9.jpg,i_1042_jpg.rf.f2b6fb21bd8d30492c765228a3868ff9_box00.jpg,56,56,22,19,0,Cataract,0.6425,0.5237499999999999,0.29232142857142857,0.24214285714285716,0.1,accepted,
train,i_1043_jpg.rf.e5ecc1d5b88686191a028e9729b52d5a.jpg,i_1043_jpg.rf.e5ecc1d5b88686191a028e9729b52d5a_box00.jpg,54,54,22,16,0,Cataract,0.702962962962963,0.5301851851851852,0.3,0.20833333333333334,0.1,accepted,
train,i_1044_jpg.rf.35f9ef78bb6f7a9cb91144973ec1f9c6.jpg,i_1044_jpg.rf.35f9ef78bb6f7a9cb91144973ec1f9c6_box00.jpg,58,58,22,19,0,Cataract,0.5146551724137931,0.5279310344827587,0.29775862068965514,0.24965517241379312,0.1,accepted,
train,i_1045_jpg.rf.eb338c2ffe80d6dc47db65d1555c60f5.jpg,i_1045_jpg.rf.eb338c2ffe80d6dc47db65d1555c60f5_box00.jpg,54,54,21,17,0,Cataract,0.6451851851851852,0.5318518518518518,0.29388888888888887,0.2325925925925926,0.1,accepted,
train,i_1046_jpg.rf.9e05e55530e982dbec5e2bd72ac834d8.jpg,i_1046_jpg.rf.9e05e55530e982dbec5e2bd72ac834d8_box00.jpg,51,51,22,18,0,Cataract,0.393921568627451,0.5066666666666667,0.3276470588235294,0.24803921568627452,0.1,accepted,
train,i_1047_jpg.rf.87f309b64abb0255fe65d12da0eea506.jpg,i_1047_jpg.rf.87f309b64abb0255fe65d12da0eea506_box00.jpg,43,43,16,19,0,Cataract,0.5093023255813953,0.5713953488372093,0.2583720930232558,0.3058139534883721,0.1,accepted,
train,i_1050_jpg.rf.b24fe3d47d589d03e98808ce16572e9d.jpg,i_1050_jpg.rf.b24fe3d47d589d03e98808ce16572e9d_box00.jpg,57,57,24,20,0,Cataract,0.5735087719298245,0.4873684210526316,0.32999999999999996,0.2554385964912281,0.1,accepted,
train,i_1051_jpg.rf.d4737d6cfed6fb5745413c1f0e04c849.jpg,i_1051_jpg.rf.d4737d6cfed6fb5745413c1f0e04c849_box00.jpg,72,72,25,18,0,Cataract,0.5895833333333333,0.48597222222222225,0.2777777777777778,0.16819444444444442,0.1,accepted,
train,i_1052_jpg.rf.8170a728d57b06e72890f6979aee8162.jpg,i_1052_jpg.rf.8170a728d57b06e72890f6979aee8162_box00.jpg,47,47,22,15,0,Cataract,0.43,0.5036170212765958,0.3502127659574468,0.22297872340425534,0.1,rejected,min_resolution:22x15<16
train,i_1055_jpg.rf.ab29972053b0aeecfe90c51f61f66c9d.jpg,i_1055_jpg.rf.ab29972053b0aeecfe90c51f61f66c9d_box00.jpg,47,47,17,15,0,Cataract,0.6027659574468085,0.5259574468085106,0.26,0.2202127659574468,0.1,rejected,min_resolution:17x15<16|min_area:255<256
train,i_1056_jpg.rf.7e32b80f7a10e16dbaa71d5d8bdc9b48.jpg,i_1056_jpg.rf.7e32b80f7a10e16dbaa71d5d8bdc9b48_box00.jpg,53,53,23,20,0,Cataract,0.6358490566037737,0.5216981132075471,0.3388679245283019,0.28188679245283016,0.1,accepted,
train,i_1059_jpg.rf.2e1fef537e2bdada17a6148948b153ee.jpg,i_1059_jpg.rf.2e1fef537e2bdada17a6148948b153ee_box00.jpg,46,46,19,14,0,Cataract,0.573695652173913,0.5297826086956522,0.28804347826086957,0.19869565217391305,0.1,rejected,min_resolution:19x14<16
train,i_105_jpg.rf.03ad7decab7493eb69ee760cd142a6e3.jpg,i_105_jpg.rf.03ad7decab7493eb69ee760cd142a6e3_box00.jpg,286,198,105,52,0,Cataract,0.5345804195804196,0.5141919191919192,0.30363636363636365,0.2131818181818182,0.1,accepted,
train,i_1061_jpg.rf.49ee922843deed2b193b406ca974fd61.jpg,i_1061_jpg.rf.49ee922843deed2b193b406ca974fd61_box00.jpg,47,47,19,13,0,Cataract,0.5393617021276597,0.512127659574468,0.285531914893617,0.17127659574468088,0.1,rejected,min_resolution:19x13<16|min_area:247<256
train,i_1062_jpg.rf.46d3ab811adae758ce078b167d4dc375.jpg,i_1062_jpg.rf.46d3ab811adae758ce078b167d4dc375_box00.jpg,56,56,22,19,0,Cataract,0.5528571428571428,0.5083928571428571,0.3073214285714286,0.23767857142857143,0.1,accepted,
train,i_1064_jpg.rf.b6799b5243b8154aede6886de80be196.jpg,i_1064_jpg.rf.b6799b5243b8154aede6886de80be196_box00.jpg,42,42,15,14,0,Cataract,0.5633333333333334,0.5497619047619048,0.24071428571428571,0.19761904761904764,0.1,rejected,min_resolution:15x14<16|min_area:210<256
train,i_1066_jpg.rf.4f9e52e95e7cea690dbc8f2ab66207c7.jpg,i_1066_jpg.rf.4f9e52e95e7cea690dbc8f2ab66207c7_box00.jpg,46,46,18,15,0,Cataract,0.6084782608695651,0.5193478260869565,0.295,0.21956521739130433,0.1,rejected,min_resolution:18x15<16
train,i_1067_jpg.rf.bd83485ac5c7c6a3552100bfb92b83ca.jpg,i_1067_jpg.rf.bd83485ac5c7c6a3552100bfb92b83ca_box00.jpg,65,65,21,17,0,Cataract,0.5493846153846154,0.5326153846153846,0.23815384615384616,0.1926153846153846,0.1,accepted,
train,i_1068_jpg.rf.2e26cd9e6ae0947e8e9ee54f9f187a17.jpg,i_1068_jpg.rf.2e26cd9e6ae0947e8e9ee54f9f187a17_box00.jpg,47,47,17,15,0,Cataract,0.6514893617021277,0.522127659574468,0.26787234042553193,0.19319148936170213,0.1,rejected,min_resolution:17x15<16|min_area:255<256
train,i_1069_jpg.rf.9d470a18d5b45e2b3fdad87d6942e792.jpg,i_1069_jpg.rf.9d470a18d5b45e2b3fdad87d6942e792_box00.jpg,45,45,18,15,0,Cataract,0.5595555555555556,0.5253333333333333,0.29288888888888887,0.23155555555555554,0.1,rejected,min_resolution:18x15<16
train,i_106_jpg.rf.e23c8036333d507c4a0f29e12f9c6df8.jpg,i_106_jpg.rf.e23c8036333d507c4a0f29e12f9c6df8_box00.jpg,250,256,116,119,0,Cataract,0.56444,0.5141796875,0.38224,0.38421875,0.1,accepted,
train,i_1070_jpg.rf.726e9d0b6401509b1060f6c87e6a89eb.jpg,i_1070_jpg.rf.726e9d0b6401509b1060f6c87e6a89eb_box00.jpg,54,54,20,17,0,Cataract,0.5564814814814815,0.5127777777777778,0.29388888888888887,0.22574074074074074,0.1,accepted,
train,i_1071_jpg.rf.57105540b644b12219f059813b2a6e31.jpg,i_1071_jpg.rf.57105540b644b12219f059813b2a6e31_box00.jpg,50,50,18,17,0,Cataract,0.49479999999999996,0.5142,0.26239999999999997,0.2438,0.1,accepted,
train,i_1073_jpg.rf.08340ed93277b1b919e052da7ddd75c4.jpg,i_1073_jpg.rf.08340ed93277b1b919e052da7ddd75c4_box00.jpg,57,57,24,21,0,Cataract,0.5957894736842105,0.5052631578947369,0.3273684210526316,0.27543859649122804,0.1,accepted,
train,i_1074_jpg.rf.3cce8c41f38939105c5c4779b29db3dc.jpg,i_1074_jpg.rf.3cce8c41f38939105c5c4779b29db3dc_box00.jpg,57,57,23,20,0,Cataract,0.5708771929824561,0.5073684210526316,0.3212280701754386,0.26403508771929823,0.1,accepted,
train,i_1075_jpg.rf.612f79926cf4347f6e9957668276a67c.jpg,i_1075_jpg.rf.612f79926cf4347f6e9957668276a67c_box00.jpg,62,62,24,19,0,Cataract,0.5775806451612904,0.5222580645161291,0.3138709677419355,0.2364516129032258,0.1,accepted,
train,i_1077_jpg.rf.888e2eecdb8973e1c82e55ebe4baaacb.jpg,i_1077_jpg.rf.888e2eecdb8973e1c82e55ebe4baaacb_box00.jpg,59,59,23,21,0,Cataract,0.5957627118644068,0.5105084745762712,0.3050847457627119,0.2683050847457627,0.1,accepted,
train,i_1078_jpg.rf.9a6817a7636999c16d38ecd7973772fc.jpg,i_1078_jpg.rf.9a6817a7636999c16d38ecd7973772fc_box00.jpg,70,70,24,20,0,Cataract,0.5735714285714285,0.5197142857142858,0.264,0.21171428571428572,0.1,accepted,
train,i_1079_jpg.rf.8f26448cd4dfc4589b37bbaba665f49c.jpg,i_1079_jpg.rf.8f26448cd4dfc4589b37bbaba665f49c_box00.jpg,51,51,21,17,0,Cataract,0.4082352941176471,0.516078431372549,0.30941176470588233,0.22529411764705884,0.1,accepted,
train,i_107_jpg.rf.4d0a6780231637ad754e59883c6f5022.jpg,i_107_jpg.rf.4d0a6780231637ad754e59883c6f5022_box00.jpg,246,198,89,67,0,Cataract,0.53130081300813,0.4175757575757576,0.2966666666666667,0.27515151515151515,0.1,accepted,
train,i_1081_jpg.rf.ec250424ba9921be4e4540ea5fd7dc13.jpg,i_1081_jpg.rf.ec250424ba9921be4e4540ea5fd7dc13_box00.jpg,56,56,20,13,0,Cataract,0.5155357142857143,0.5119642857142858,0.25910714285714287,0.15017857142857144,0.1,rejected,min_resolution:20x13<16
train,i_1082_jpg.rf.97c313fb707fa28fe0dd3713d657d2d5.jpg,i_1082_jpg.rf.97c313fb707fa28fe0dd3713d657d2d5_box00.jpg,49,49,23,16,0,Cataract,0.5651020408163265,0.5083673469387755,0.37673469387755104,0.23510204081632652,0.1,accepted,
train,i_1083_jpg.rf.78af4784fb28db745fcb0d2d6e7c049a.jpg,i_1083_jpg.rf.78af4784fb28db745fcb0d2d6e7c049a_box00.jpg,53,53,22,19,0,Cataract,0.6052830188679245,0.4990566037735849,0.30924528301886794,0.2783018867924528,0.1,accepted,
train,i_1084_jpg.rf.ae9034a4bc74413d4ebe5ed257b390bf.jpg,i_1084_jpg.rf.ae9034a4bc74413d4ebe5ed257b390bf_box00.jpg,63,63,22,20,0,Cataract,0.5104761904761904,0.5371428571428571,0.2680952380952381,0.2415873015873016,0.1,accepted,
train,i_1085_jpg.rf.e7aa15fbeeffde2f270a55d17a936350.jpg,i_1085_jpg.rf.e7aa15fbeeffde2f270a55d17a936350_box00.jpg,51,51,22,19,0,Cataract,0.47411764705882353,0.5192156862745098,0.34156862745098043,0.2576470588235294,0.1,accepted,
train,i_1086_jpg.rf.8b1c012332da3e29f8448bdbf0640172.jpg,i_1086_jpg.rf.8b1c012332da3e29f8448bdbf0640172_box00.jpg,50,50,21,16,0,Cataract,0.6701999999999999,0.5466,0.3064,0.22399999999999998,0.1,accepted,
train,i_1087_jpg.rf.a69c2f081a529a1779e3935a72de2c8e.jpg,i_1087_jpg.rf.a69c2f081a529a1779e3935a72de2c8e_box00.jpg,56,56,19,16,0,Cataract,0.5435714285714286,0.50625,0.24160714285714285,0.19303571428571428,0.1,accepted,
train,i_1088_jpg.rf.c03ec0d86ff966a5457caf2ff8292c33.jpg,i_1088_jpg.rf.c03ec0d86ff966a5457caf2ff8292c33_box00.jpg,69,69,24,24,0,Cataract,0.527536231884058,0.5191304347826087,0.2734782608695652,0.2688405797101449,0.1,accepted,
train,i_1089_jpg.rf.719b6d2dee675177d3fba4b4e8159037.jpg,i_1089_jpg.rf.719b6d2dee675177d3fba4b4e8159037_box00.jpg,58,58,16,12,0,Cataract,0.5406896551724137,0.528448275862069,0.19327586206896552,0.11982758620689656,0.1,rejected,min_resolution:16x12<16|min_area:192<256
train,i_1091_jpg.rf.4789d9671c44827d4b0b6c35c45cdbd9.jpg,i_1091_jpg.rf.4789d9671c44827d4b0b6c35c45cdbd9_box00.jpg,55,55,22,19,0,Cataract,0.6554545454545454,0.5163636363636364,0.30818181818181817,0.2567272727272727,0.1,accepted,
train,i_1092_jpg.rf.01af9a217182a2699836662be6442d4e.jpg,i_1092_jpg.rf.01af9a217182a2699836662be6442d4e_box00.jpg,68,68,21,18,0,Cataract,0.595735294117647,0.525,0.23544117647058826,0.18691176470588236,0.1,accepted,
train,i_1093_jpg.rf.bfefd8d74807fdca23c837368fa07cad.jpg,i_1093_jpg.rf.bfefd8d74807fdca23c837368fa07cad_box00.jpg,59,59,23,20,0,Cataract,0.5798305084745763,0.5222033898305084,0.29898305084745763,0.2552542372881356,0.1,accepted,
train,i_1094_jpg.rf.98678401f2f1cc7d3f7a6153b9c0a59f.jpg,i_1094_jpg.rf.98678401f2f1cc7d3f7a6153b9c0a59f_box00.jpg,64,64,24,21,0,Cataract,0.56734375,0.5115625,0.30125,0.24359375,0.1,accepted,
train,i_1096_jpg.rf.c026dfc187ae9d56d5bd9859ea40bac9.jpg,i_1096_jpg.rf.c026dfc187ae9d56d5bd9859ea40bac9_box00.jpg,53,53,23,18,0,Cataract,0.5988679245283018,0.5216981132075471,0.34320754716981133,0.239811320754717,0.1,accepted,
train,i_1097_jpg.rf.066a7d676cf8a65de929766c66579f74.jpg,i_1097_jpg.rf.066a7d676cf8a65de929766c66579f74_box00.jpg,63,63,21,20,0,Cataract,0.4488888888888889,0.4642857142857143,0.2523809523809524,0.24507936507936506,0.1,accepted,
train,i_1098_jpg.rf.6a97764c7791860a83b49864082a1b25.jpg,i_1098_jpg.rf.6a97764c7791860a83b49864082a1b25_box00.jpg,59,59,23,18,0,Cataract,0.5510169491525423,0.5069491525423729,0.293728813559322,0.2194915254237288,0.1,accepted,
train,i_1099_jpg.rf.eddd3f6ba4fc9a1805c44fc405225694.jpg,i_1099_jpg.rf.eddd3f6ba4fc9a1805c44fc405225694_box00.jpg,46,46,21,17,0,Cataract,0.6421739130434783,0.4926086956521739,0.33608695652173914,0.2728260869565218,0.1,accepted,
train,i_109_jpg.rf.1e9aa1c0dfbdf1c9f9f6fb1fa3ace219.jpg,i_109_jpg.rf.1e9aa1c0dfbdf1c9f9f6fb1fa3ace219_box00.jpg,421,287,121,108,0,Cataract,0.5021615201900237,0.45634146341463416,0.23691211401425177,0.31052264808362373,0.1,accepted,
train,i_10_jpg.rf.d657c0a43c43d2e9b25443ed237137cf.jpg,i_10_jpg.rf.d657c0a43c43d2e9b25443ed237137cf_box00.jpg,159,145,45,33,0,Cataract,0.5362264150943397,0.4869655172413793,0.23062893081761007,0.1870344827586207,0.1,accepted,
train,i_1101_jpg.rf.c9d8d22a5ff30154c29812a61d936903.jpg,i_1101_jpg.rf.c9d8d22a5ff30154c29812a61d936903_box00.jpg,70,70,24,22,0,Cataract,0.5411428571428571,0.534,0.277,0.24557142857142858,0.1,accepted,
train,i_1106_jpg.rf.1e62155dfc7738efdf7a1a15a57e31ba.jpg,i_1106_jpg.rf.1e62155dfc7738efdf7a1a15a57e31ba_box00.jpg,53,53,21,16,0,Cataract,0.48037735849056606,0.5283018867924528,0.3109433962264151,0.21622641509433965,0.1,accepted,
train,i_1107_jpg.rf.871629c72adbde31175827cf89cb9f68.jpg,i_1107_jpg.rf.871629c72adbde31175827cf89cb9f68_box00.jpg,54,54,21,17,0,Cataract,0.48777777777777775,0.5027777777777778,0.29203703703703704,0.2212962962962963,0.1,accepted,
train,i_1108_jpg.rf.832a44de95e59a588393d87bbf26de93.jpg,i_1108_jpg.rf.832a44de95e59a588393d87bbf26de93_box00.jpg,70,70,21,18,0,Cataract,0.5497142857142857,0.5175714285714286,0.22857142857142856,0.19185714285714286,0.1,accepted,
train,i_1109_jpg.rf.ff8e61cc1e93995f1d4abf179ef568ab.jpg,i_1109_jpg.rf.ff8e61cc1e93995f1d4abf179ef568ab_box00.jpg,60,60,23,19,0,Cataract,0.4965,0.5228333333333334,0.30033333333333334,0.24183333333333332,0.1,accepted,
train,i_110_jpg.rf.16982457635f54bd7b720d02ad517aa7.jpg,i_110_jpg.rf.16982457635f54bd7b720d02ad517aa7_box00.jpg,345,283,145,116,0,Cataract,0.5168985507246378,0.3990106007067138,0.3492173913043478,0.33699646643109543,0.1,accepted,
train,i_1110_jpg.rf.22d2ed96d64aaaaaf9e476fb00bcc32e.jpg,i_1110_jpg.rf.22d2ed96d64aaaaaf9e476fb00bcc32e_box00.jpg,45,45,22,17,0,Cataract,0.5768888888888889,0.4986666666666667,0.3624444444444444,0.2846666666666667,0.1,accepted,
train,i_1113_jpg.rf.6cba8c20b9f075628bc8c109d6e7e165.jpg,i_1113_jpg.rf.6cba8c20b9f075628bc8c109d6e7e165_box00.jpg,59,59,22,20,0,Cataract,0.5745762711864406,0.5247457627118645,0.28864406779661017,0.26033898305084746,0.1,accepted,
train,i_1115_jpg.rf.a668e2a9bca6d316df89af52a97986f1.jpg,i_1115_jpg.rf.a668e2a9bca6d316df89af52a97986f1_box00.jpg,66,66,22,19,0,Cataract,0.5590909090909091,0.5227272727272727,0.2507575757575758,0.19727272727272727,0.1,accepted,
train,i_1116_jpg.rf.fed1dd30cb06069c1b17b5a84e7c57c5.jpg,i_1116_jpg.rf.fed1dd30cb06069c1b17b5a84e7c57c5_box00.jpg,54,54,21,17,0,Cataract,0.6885185185185185,0.5640740740740741,0.2974074074074074,0.22407407407407406,0.1,accepted,
train,i_1118_jpg.rf.4e2509fca29d008ebbc924cad3540b4e.jpg,i_1118_jpg.rf.4e2509fca29d008ebbc924cad3540b4e_box00.jpg,57,57,22,19,0,Cataract,0.5080701754385966,0.5029824561403509,0.3142105263157895,0.24491228070175441,0.1,accepted,
train,i_1119_jpg.rf.aec7e4ca0b4bebd0e9356d83639aaed2.jpg,i_1119_jpg.rf.aec7e4ca0b4bebd0e9356d83639aaed2_box00.jpg,54,54,21,19,0,Cataract,0.5059259259259259,0.5237037037037037,0.3077777777777778,0.2525925925925926,0.1,accepted,
